fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,ID,color
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,2801,white
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,2802,white
5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6,2803,white
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,2804,white
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,2805,white
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,2806,white
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,2807,white
7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5,2808,white
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6,2809,white
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,2810,white
7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7,2811,white
7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5,2812,white
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,2813,white
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,2814,white
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,2815,white
6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5,2816,white
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,2817,white
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,2818,white
6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4,2819,white
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6,2820,white
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5,2821,white
6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,5,2822,white
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5,2823,white
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2824,white
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,2825,white
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,2826,white
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,2827,white
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,2828,white
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,2829,white
7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5,2830,white
6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,2831,white
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,2832,white
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,2833,white
7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,2834,white
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6,2835,white
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,2836,white
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,2837,white
7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6,2838,white
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,2839,white
5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,7,2840,white
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6,2841,white
5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,6,2842,white
5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,2843,white
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6,2844,white
8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,2845,white
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,2846,white
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,2847,white
5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,2848,white
6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,2849,white
7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,5,2850,white
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,2851,white
7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,2852,white
7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5,2853,white
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,2854,white
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,2855,white
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,2856,white
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,2857,white
6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8,2858,white
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,2859,white
6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,2860,white
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,2861,white
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,2862,white
5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,2863,white
6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,2864,white
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,2865,white
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,2866,white
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,2867,white
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,2868,white
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,2869,white
6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,2870,white
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,2871,white
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,2872,white
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7,2873,white
5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,2874,white
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7,2875,white
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,2876,white
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,2877,white
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,2878,white
5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,2879,white
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,2880,white
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,2881,white
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,2882,white
7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,2883,white
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,2884,white
7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,2885,white
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,2886,white
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,2887,white
6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5,2888,white
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,2889,white
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,2890,white
5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8,2891,white
6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,2892,white
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,2893,white
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,2894,white
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7,2895,white
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,2896,white
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,2897,white
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,2898,white
8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,2899,white
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,2900,white
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,2901,white
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,2902,white
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,2903,white
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,2904,white
6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,2905,white
7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,2906,white
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,2907,white
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,2908,white
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,2909,white
6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,2910,white
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,2911,white
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,2912,white
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,2913,white
7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5,2914,white
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,2915,white
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,2916,white
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,2917,white
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,2918,white
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,2919,white
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,2920,white
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,2921,white
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,2922,white
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,2923,white
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,2924,white
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,2925,white
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,2926,white
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,2927,white
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,2928,white
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,2929,white
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,2930,white
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8,2931,white
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,2932,white
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,2933,white
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,2934,white
5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5,2935,white
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,2936,white
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,2937,white
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,2938,white
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,2939,white
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,2940,white
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,2941,white
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,2942,white
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,2943,white
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,2944,white
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,2945,white
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,2946,white
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,2947,white
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,2948,white
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,2949,white
6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,2950,white
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,2951,white
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,2952,white
6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,2953,white
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,2954,white
6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,2955,white
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,2956,white
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,2957,white
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,2958,white
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,2959,white
7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,7,2960,white
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,2961,white
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,2962,white
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,2963,white
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,2964,white
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,2965,white
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,2966,white
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2967,white
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2968,white
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,2969,white
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,2970,white
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,2971,white
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,2972,white
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,2973,white
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2974,white
7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,2975,white
8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,2976,white
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,2977,white
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,2978,white
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,2979,white
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,2980,white
6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,2981,white
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,2982,white
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,2983,white
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,2984,white
6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,2985,white
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,2986,white
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,2987,white
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,2988,white
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,2989,white
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,2990,white
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,2991,white
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,2992,white
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,2993,white
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,2994,white
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,2995,white
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,2996,white
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,2997,white
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2998,white
6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,2999,white
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,3000,white
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,3001,white
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,3002,white
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,3003,white
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,3004,white
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,3005,white
6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6,3006,white
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,3007,white
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,3008,white
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,3009,white
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,3010,white
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,3011,white
6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,3012,white
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,3013,white
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,3014,white
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,3015,white
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,3016,white
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,3017,white
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,3018,white
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,3019,white
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,3020,white
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,3021,white
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,3022,white
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5,3023,white
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,3024,white
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,3025,white
5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,3026,white
8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,3027,white
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,3028,white
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,3029,white
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,3030,white
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,3031,white
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,3032,white
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,3033,white
6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6,3034,white
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,3035,white
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,3036,white
6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,3037,white
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,3038,white
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,3039,white
6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6,3040,white
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,3041,white
6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6,3042,white
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,3043,white
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,3044,white
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,3045,white
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,3046,white
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,3047,white
7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,3048,white
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,3049,white
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,3050,white
6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4,3051,white
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,3052,white
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,3053,white
7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,5,3054,white
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,3055,white
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,3056,white
6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,3057,white
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,3058,white
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,3059,white
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,3060,white
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,3061,white
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,3062,white
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,3063,white
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,3064,white
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,3065,white
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,3066,white
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,3067,white
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4,3068,white
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,3069,white
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,3070,white
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,3071,white
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,3072,white
7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,3073,white
6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,3074,white
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,3075,white
6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,3076,white
6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,3077,white
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,3078,white
7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,3079,white
6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,3080,white
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,3081,white
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,3082,white
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,3083,white
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,3084,white
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,3085,white
8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,3086,white
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,3087,white
6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,3,3088,white
6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,3089,white
6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,3090,white
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,3091,white
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,3092,white
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,3093,white
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,3094,white
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,3095,white
